Hospital_Name,Hospital_Type,Hospital_Category,State,District,Pincode,Specialties,Facilities,Address_Original_First_Line,Telephone
Icon Hospital,Private,Private,Telangana,Hyderabad,500072,"Plastic Surgery, Reconstructive Surgery, Aesthetic Surgeries, Gynecology and Obsteric, Orthopedic, Pediatric, Pulmonology, General Medicine, Urology, Laproscopic Surgeries","Personalised Patient Care, Hospital Information System","540/1and 2, JNTU Hitech City Road, VI-Phase, KPHB Colony",0
J.J.Hospital,Private,Private,Telangana,Hyderabad,500038,0,0,"Plot Number 57, Kalyan Nagar, Phase 1, Behind TB Hospital",0
Janapareddy Hospital,Private,Private,Telangana,Hyderabad,500009,"Gynecology and Obstetrics, General Medicine, ENT, Neurology and Neuro Development, Pediatric Cardiology, Dermatology, Pediatric Urology, Psychiatry and Child Psychatry, Orthopaedics, Pediatric and Neonatal Surgery, General and Laparoscopic Surgery, Plastic and Cosmetic Surgery, ENT, Pediatric Urology, Orthopaedics, Dental Surgery","Operation Theatre, Neonatal Intensive Care Unite, Neonatal Transport Team, Pediatric Intensive Care Unite, Emergency Care, In Patient Rooms, Lab, Pharmacy, Equipment and Facilities","26/A, Sikh Road, Sikh Village, Near Diamond Point, Secunderabad",0
Kadimi Nursing Home,Private,Private,Telangana,Hyderabad,500050,"Laparoscopic Surgery and General Surgery, Obstetrics and Gynaecology, Infertility, Diabetes Care, Orthopadics and Trauma, Physician Care, Skin and Cosmetology, Eye, ENT, Urology, Dietician, Physiotherapy",0,"6-94/6/C, Manjeera Road, Opposite Hotel Swagath Residency, Chandanagar",0
Kamineni Hospital,Private,Private,Telangana,Hyderabad,500001,"Cardiology, Cardiothoracic and Vascular Surgery, Orthopedics, Cancer Centre, Urology, Surgical\n","Emergency Services and Facilities, Ambulances, Community Centre, Central Sterile Supply Department, De - Addiction Centre, Academics, Dental Specialities, Blood Bank",King Koti,0
Kamineni Fertility Centre,Private,Private,Telangana,Hyderabad,501001,"Assisted Reproductive Technology, Counselling, Cryopreservation(Freezing), Andrology, Pre Implantation Genetic Diagnostics, Diagnostics, Surgical Procedures","Emergency Services and Facilities, Ambulances, Blood Bank",King Koti,0
Konark Hospital,Private,Private,Telangana,Hyderabad,500055,"Gynaecology and Obstetrics, Paediatrics and Neonatology, General Medicine, General Surgery, Orthopaedics, Neuro Surgery, Plastic Surgery and Cosmetology and Cosmetic Surgery, Anaesthesia and Pain Management, ENT, Urology and Neurology and Nephrology, Cardiology, Infertility Center, Critical Care Medicine, Dermatology, Diet and Nutrition, Gastroenterology, Oncology, Psychiatry, Physiotherapy, Fertility Centre","Cashless Billing and Reimbursement Facility, Emergency Ambulance Services, Diagnostic Services, Surgical Services, ICU Facility, Operation Theater, Pharmacy Services","Plot Number 13 and 14, Pipeline Road, Behind Deevan Dhaba, Petbasheerabad, Jeedimetla",0
Lions Sadhuram Eye Hospital,Private,Private,Telangana,Hyderabad,500029,"Cataract and IOL Surgery Including Phaco Surgical Facilities, Vitreo Retinal Services, Glaucoma Services, Occuloplasty Services Squint and Orthoptic Services, Corneal Services, Contact Lenses Services, A  and B Scan Facilities, Automated Visual Field Analyzer, Laser Treatment, Optical Coherence Tomography (OCT)","Fundus Camera, Pathology Laboratory Facilities, Well Equipped Van with Eye Camp Facilities, In House Pharmacy Facility, In-House Optical Facility, Two Ambulances","1-2-8, Domalguda",0
Live Life Hospital,Private,Private,Telangana,Hyderabad,500033,"Dermatology, Advanced Laparoscopy, Pain Management, Maxillo Facial Surgery, Hormone Clinic, Dental Clinic, Plastic Surgery","24 Hour Patient Care, Day Care Unit, Diagnostic and Pathology Services, Pharmacy","Plot 729, Jubilee Hills, Road 36",0
Majestic Hospital,Private,Private,Telangana,Hyderabad,0,"General Surgery, Pediatric, Orthopedics, Obstetrics and Gynaecology, ENT, Anesthesiology, Opthamology, Dermatology",0,Langar Houz,0
Maxivision Eye Hospital,Private,Private,Telangana,Hyderabad,0,"Cataract, Refractive, Laser, Cornea, Retina, Glaucoma, Pediatric",0,"1-11-252/1A-1D, Alladin Mansion, Street Number 3, Begumpet",0
Matrix Hospital,Private,Private,Telangana,Hyderabad,500013,"Medical Specialities, Surgical Specialities, Plastic Surgery, Obstetrics and Gynaecology, Physiotherapy, Dietitics, Dentistry, Bariatric Surgery",0,"Plot Number 4, 5, 14 and 15, Pragati Nagar, Ramanthapur, Opposite Ramanthapur Lake",0
Medwin Hospital,Private,Private,Telangana,Hyderabad,500001,"Anaesthesia, Cardiology, Dermatology, Diabetology, Endocrinology, Gastroenterology, General Medicine and family Medicine, Microbiology, Nephrology, Neurology, Pulmonology, ENT, General Surgery, Neuro Surgery, Obstetrics and Gynaecology, Plastic Surgery, Urology etc","Out Patient Service, Day Care Centre, In Patient Service, Emergency Care, Intensive Care Unit, Operation Theatre, Special Diagnostic Lab, Dialysis Centre, Laboratory Service, Physiotheraphy and Rehab, Blood Bank, Health Check-ups, General Instructions, Patient Counseling, Amenities, Oncology, Bone and Joint Centre, Pharmacy 24x7","Raghava Ratna Towers, Nampally",0
Motherhood Hospital,Private,Private,Telangana,Hyderabad,500034,"Maternity, Gynaecology, Pediatrics, Fertility, Intensive Care, Fetal Care, Cosmetology",0,"Road Number 12, Banjara Hills",0
Motherhood Hospital,Private,Private,Telangana,Hyderabad,500032,"Maternity, Gynaecology, Pediatrics, Fertility, Intensive Care, Fetal Care, Cosmetology",0,"3rd Floor, Millennium Square, Near Commissionerate of Police, Gachibowli",0
Mythri Multi Speciality Hospital,Private,Private,Telangana,Hyderabad,0,"Casuality, Opthalmology, Dermatology, General Surgery, Physiotherapy, Neurology, Pediatrics, Cardiology","Cardiology, Cardio Vascular and Thoracic Surgery, Trauma and Critical Care","Plot 5-4/12-16, Main Road, Chanda Nagar",0
Malla Reddy Narayana Multispeciality Hospital,Private,Private,Telangana,Hyderabad,500055,"Anaesthesia and Critical Care, Blood Bank, Cardiac Surgery Adult And Paediatric, Clinical Nutrition and Dietetics, Cranio-Maxillo Facial Surgery, Dental Sciences, Dermatology and Cosmetology, Diabetology, ENT, Emergency Medicine, Endocrinology, Family Medicine, Gastroenterology Medical, Gastroenterology Surgical, General Surgery, Genetics, Gynaecology, Infectious Diseases, Internal Medicine, Interventional Radiology, Lab, Microbiology, Nephrolog, Neurology, NeuroSurgery, Nuclear Medicine, Obstetrics and Gynaecology, Oncology, Ophthalmology, Orthopaedics, Paediatrics, Pathology, Physiotherapy and Rehabilitation, Plastic Surgery, Psychiatry and Clinical Psychology, Pulmonology, Radiology, Reproductive Medicine, Rheumatology, Speech and Swallow Rehabilitation, Thoracic Surgery, Transplants, Urology, Vascular Surgery","24/7 Emergency, Laboratory, Dialysis, Radiology, Pharmacy, Ambulance, Blood Bank, Radio diagnosis and Imaging, 4 Operation Theatres, 2 Cath Labs, EEG, ENMG, ECG, Echo, Doppler, MRI, CT Scan, Ultrasound, X-ray, Endoscopy, Colonoscopy","1-1-216, Suraram'X' Roads, Jeedimetla",0
Neelima,Private,Private,Telangana,Hyderabad,500018,"Gynaecologist and Obstetrician, Anethesia's and Critical Care, Neurology, Paediatric, Orthopaedics, Gastroenterology, Cardiology, ENT, Urology, Plastic Surgery, Physiotheraphy","Ambulance Service, Home Visit, Availability of Specialist Doctors, 24 hours On Call","Beside Pandu Ranga Nagar Bus Stop, Moti Nagar",0
Neelima,Private,Private,Telangana,Hyderabad,500018,"Gynaecologist and Obstetrician, Anethesia's and Critical Care, Neurology, Paediatric, Orthopaedics, Gastroenterology, Cardiology, ENT, Urology, Plastic Surgery, Physiotheraphy","Ambulance Service, Home Visit, Availability of Specialist Doctors, 24 hours On Call","Beside Gokul Theatre, Erragadda",0
Neelima,Private,Private,Telangana,Hyderabad,500018,"Gynaecologist and Obstetrician, Anethesia's and Critical Care, Neurology, Paediatric, Orthopaedics, Gastroenterology, Cardiology, ENT, Urology, Plastic Surgery, Physiotheraphy","Ambulance Service, Home Visit, Availability of Specialist Doctors, 24 hours On Call","7-2-1735, CZech Colony, Sanath Nagar",0
NEO BBC Childrens Hospital,Private,Private,Telangana,Hyderabad,500044,"Pediatric Intensive Care Services, Neonatal Intensive Care Services, Pediatric Surgical Services","60 Bedded Specialty Children Hospital, 18 Bedded Level III NICU, 10 Bedded PICU, Laparoscopy and Minimal Invasive Surgery, 24 X 7 Critical Care Transport Facilities, Antenatal Counselling, Neuro Developmental Follow-Up Services, Transport Incubator, Free Ambulance Service within Twin Cities, Round the Clock Neonatal and Pediatric Care, 24 Hours In House Pharmacy, 24 Hours In House Laboratory","S.K.Mall, Opposite Durga Bhai Deshmukh Hospital, Above Bata Showroom, Vidyanagar, O.U.Road",0
NeoRetina,Private,Private,Telangana,Hyderabad,0,0,0,"Chapel Road, Abids",0
Nova ENT,Private,Private,Telangana,Hyderabad,500042,0,0,"6-3-652, 1st Floor, Kautilya Block, Adjacent to Medinova, Somajiguda",0
Pace Hospital,Private,Private,Telangana,Hyderabad,500084,0,0,"SP Road, Near Begumpet Old Airport, Begumpet",0
Pragna Hospital,Private,Private,Telangana,Hyderabad,0,"Pediatric ICU, Pediatric Neonatology, Pediatric Cardiology, Pediatric Surgery, Pediatric Dermatology, Pediatric Neurology, Cosmetic Surgery, ENT, Radiologist, Pediatric Audiology",0,"6-3-347/22B/1, Dwarakapuri Colony, Near Saibaba Temple",0
Pranam Hospital,Private,Private,Telangana,Hyderabad,500050,"Gynaecology and Obstetrics, Paediatrics, Paediatrics Surgery, General Medicine, General Surgery, Laparoscopic Surgery, Chest Physician, ENT, Urology, Neurology, NeuroSurgery, Ophthalmology, Orthopaedics, Dermatology, Physiotherapy, Dietician, Psychology","Outpatient Clinic, Operating Theaters, Radiology Services, Pharmacy, Pathological Labs, Pre and Post Operating Recovery, Health Check-ups","Plot Number 40/41, Madinaguda",0
Prasad Hospital,Private,Private,Telangana,Hyderabad,500072,"Ultrasound Workup, Human Embryo Biopsy, Intraterine Insemination (IUI), In Vitro Fertilization (IVF), Sperm Retrieval Assisted Hatching, Blastocyst Culture, Egg Donation, Embryo Donation","ENT, General Surgery, General Medicine, Plastic Surgery, Dermatology, Obstetrics and Gynaecology, Infertility and IVF, Paediatrics, Orthopedics and Trauma, Anesthesia and Critical Care\n","MIG 303, KPHB, Road Number 4, Remedy Hospital Lane, Kukatpally",0
Sridevi Nursing Home,Private,Private,Telangana,Hyderabad,500061,"Ultrasound Workup, Human Embryo Biopsy, Intraterine Insemination (IUI), In Vitro Fertilization (IVF), Sperm Retrieval Assisted Hatching, Blastocyst Culture, Egg Donation, Embryo Donation","ENT, General Surgery, General Medicine, Plastic Surgery, Dermatology, Obstetrics and Gynaecology, Infertility and IVF, Paediatrics, Orthopedics and Trauma, Anesthesia and Critical Care\n","12-11-253, Prasad Hospitals, Warasiguda, Secunderabad",0
Preeti Urology and Kidney Hospital,Private,Private,Telangana,Hyderabad,500072,0,0,KPHB,0
Raghava Multi Speciality Hospital,Private,Private,Telangana,Hyderabad,500038,0,0,"D.Number 8-3-214/18, Srinivasa Colony West",0
Ram Hospital,Private,Private,Telangana,Hyderabad,500055,"General Surgery, Trauma and Orthopaedics, Plastic Surgery, ENT, Urology, Gynaecology and Obstetrics, Neurology, General Medicine, Neurology, Gastroenterology, Cardiology, Nephrology, Endocrinology, Dermatology, Paediatrics, Psychiatry, Physiotheraphy","24 Hours Lab Services, 24 Hours Emergency Services","57/A, Shapur Nagar, I.D.A., Jeedimetla",0
Remedy Hosptials,Private,Private,Telangana,Hyderabad,0,"Emergency Services and Trauma Care Unit, Internal Medicine, General Surgery, Orthopaedics, Cardiology, ENT, Neurology, Surgeries, Gynecology and Obstretrics, Urology, Plastic Surgery","24 Hours Emergency Rooms, 24 Hour Pharmacy, 24 Hour Laboratory, 24 Hour Ambulance","Road Number 4, K P H B Colony, Kukatpally",0
Sagar Lal Memorial Hospital and Matadin Goel Research Center,Private,Private,Telangana,Hyderabad,500020,"General Medicine, Cardiology, Surgery, Gynaecilogy, Obstetrics, Orthopedics, Paediatrics, Opthalmology, Dental, Urology, ENT, Oncology, Neurology, Psychiatry, Physiootheraphy, Plastic Surgery, Rediology, Dermatology, Gastroenterology","Diagnostic Centre, Lab, Health Check Up, Physiotherapy, 24 Hour Facility of Emergency care, Laboratory and Pharmacy, Digital X-Ray, Sonography, DialysisFacility, Intensive Care Unit, Emergency and Trauma Care, Operation Theatre","H.No 1-5-551, Musheerabad",0
Sankhya Hospital,Private,Private,Telangana,Hyderabad,500072,"Paediatrics and Neonatology, Fetal Surgery, Separation of Conjoined Twins, Tumors, Malformations, Pediatric cardiothoracic Surgery, Pediatric nephrology, Pediatric NeuroSurgery, Pediatric Urological Surgery","ICCU Units, AMCU Units, NICU Units, Ventilation Services, Continuous Positive Airway Pressure, Surfactant Therapy, Parental Nutrition, Cardio Respiratory Monitoring, Invasive Blood, Pressure Monitoring, Exchange Transfusion, Cardio Echo","C -15 1st Road, KPHB Colony, Opposite SBT Bank, Kukatpally",0
Sowmya Children's Hospital,Private,Private,Telangana,Hyderabad,0,0,"Neonatal Intensive Care Unit, Pediatric Intensive Care, Pediatric Surgery, Pediatric Specialities","Lane Number 23, Behind Axis Bank, Sanjeev Reddy Nagar",0
Sree Netralaya Eye Hospital and Laser Centre,Private,Private,Telangana,Hyderabad,500035,"Glaucoma Services, Retina Services, Oculoplasty Services, Strabismus and Neurophthalmology Services, Cornea Services, Contact Lens Clinic, Low Visual Aid Clinic","Optical Dispensing Showroom, Pharmacy, Laboratory Services","11-9-1, Vimal Complex, Opposite Kothapet Bus Stop, Dilsukhnagar",0
Sree Srinivasa ENT Care and Research Institute,Private,Private,Telangana,Hyderabad,500082,"Radio Frequency Surgery, Micro Ear Surgery, Endoscopic Sinus Surgery, Micro Laryngeal Surgery, Phono Surgery for Voice Disorders, Surgery for Snoring, Head and Neck Surgery","Allergy and Headache Clinic, Vertigo Clinic, Sleep Lab, Audiology, Speech Therapy, Clinical Lab, X-ray, ECG","6-3-663/7/5, Jaffer Ali Bagh, Beside Saboo Motors",0
Orange Hospital,Private,Private,Telangana,Hyderabad,500070,"Cardiology, Neurology, Orthopedics, Gastroenterology, Hematology, Hematology, Joint Replacement, NeuroSurgery, ENT, Nephrology, Endocrinology, Cancer, Urology","ICU, Operation Theatres, Nuclear Medicine, Radiology, Pathology, Ambulance Service, Emergency Service","Opposite Vijaya Laxmi Theater, LB Nagar X Road",0
Sri Holistic Hospital,Private,Private,Telangana,Hyderabad,500072,"Joint Replacement Sugery, Cardiology, Gastroenterology, Respiratory Medicine, Neurology, Urology, Nephrology, Laparoscopic Surgery, Infertility Cente, Retinal, Cataract and Glaucoma Services","State Of The Theatres, Joint Replacement Computerized Navigation, Advanced Lab Equipment, Advanced Energy Equipment, OCT","1-2-49/13B, Nizampet Road, Hydernagar, Kukatpally",0
Sri Srinivasa Hospital,Private,Private,Telangana,Hyderabad,500059,0,0,"C.E Colony, Santosh Nagar",0
Supraja Hospital,Private,Private,Telangana,Hyderabad,0,"Meditrina, Orthopedics, ENT, Spine, Neurology, Cancer Care",0,Nagole X Road,0
Suraksha Childrens Hospital,Private,Private,Telangana,Hyderabad,500017,"General Paediatrics, Paediatric Surgery, Paediatric Urology, Neonatal Surgery, Paediatric Neurology, Metabolic and Genetics, Nephrology, Paediatric Cardiology, Ophthalmology, Orthopedics, Pulmonology, Endocrinology, Gynaecology, Haematology, Plastic Surgery, Gastroenterology, Ear, Nose and Throat, Dermatology, Psychiatry, Speech Therapy, Nutrition, Physiotherapy, Radiology, Microbiology, Pathology","24 Hours Ambulance Services, Round The Clock Pharmacy, Imaging, Diagnostic Services, Antenatal Counselling, Neonatal and Paediatric Surgery, Neonatal Intensive Care Unit (NICU), Paediatric Intensive Care Unit (PICU), 24 Hours Emergency Services, Out Patient Services","12-13-43, Beside Tarnaka Flyover, Tarnaka",0
Surakshaka Multi Speciality Hospital,Private,Private,Telangana,Hyderabad,500072,"Cardiology, Nephrology, Neurology, Diabetes","24 Hours Ambulance, General Medicine, Computerized ECG Facility, Day Care Facility, Emergency Diagnostics","MIG 218, KPHB Main Road, Kukatpally",0
"Swarup Eye Centre, Punjagutta",Private,Private,Telangana,Hyderabad,500082,"Cataract, Trauma surgeries, Pediatric Ophthalmology",0,"145, Dwarakapuri Colony",0
"Swarup Eye Centre, Chapel Road",Private,Private,Telangana,Hyderabad,500001,"Cataract, Trauma surgeries, Pediatric Ophthalmology",0,"5-9-163, Chapel Road, Near Staneley College, Abids",0
The Deccan Hospital,Private,Private,Telangana,Hyderabad,500082,"Anesthesiology, Laboratory, Dental, Neuro Surgery, General Surgery and Laproscopy, Ophthalmology, Pediatric Surgery, Plastic Cosmetic Surgery, Pulmonology, Nephrology, ENT, General Medicine, Pediatrics, Rheumatology Arthritis, Spine Surgery, Surgical Oncology, Surgical Gastroenterology, Cardiology, Medical Oncology, Dermatology, Neurology, Gastroenterology, Orthopedics, Physiotherapy, Radiology, Urology","Accommodation, Patient Rooms, Pharmacy, Dialysis, ICU","06-6-903/A and B, Somajiguda",0
Udbhava Children's Hospital,Private,Private,Telangana,Hyderabad,500072,"Neonatical Intensive Care Unit, Pediatric Intensive Care Unit, Obstetrics and Gynecology","Emergency, Operation Theatre","MIG-196, Road Number1, K.P.H.B",0
Vcare Hospital,Private,Private,Telangana,Hyderabad,500038,"Cardiology, Dermatology, Diabetology, Orthopedics, Gynecology, Nephrology, Pulmonology, Oncology, General Surgery, ENT, Neurology, Paediatrics Urology, Physiotherapy","24 Hours Ambulance Services, Diagnostic Center, Pharmacy","8-3-214/2, Maruthy Mansion, Srinivasa Colony (West), Ameerpet, Opposite S.R Nagar ICICI Bank",0
